                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                 2.5556,                 2.6157,                 1.6448,                0.46659,                0.33396,                0.32062,                0.13608,                 2.0421,                 2.2351,                 1.3964,               0.009109,               0.009109,               0.009109
                     11,                 2.6149,                 2.5937,                 1.6108,                0.63163,                0.41595,                0.40552,                 0.1869,                 1.9908,                 1.9514,                 1.3699,                0.00901,                0.00901,                0.00901
                     12,                 2.5063,                 2.4326,                 1.5958,                0.56801,                0.34197,                0.35239,                0.16264,                 1.9924,                  1.863,                 1.3986,               0.008911,               0.008911,               0.008911
                     13,                 2.5027,                 2.4807,                 1.6292,                  0.578,                0.40107,                0.40703,                0.17647,                 2.0674,                 1.8252,                 1.4179,               0.008812,               0.008812,               0.008812
                     14,                 2.5629,                 2.5644,                 1.6245,                0.55293,                0.34054,                0.37907,                0.17145,                 1.9547,                 1.8698,                 1.3868,               0.008713,               0.008713,               0.008713
                     15,                 2.4115,                 2.2497,                 1.6042,                0.60028,                0.40011,                0.42317,                0.19077,                 1.9413,                 1.6987,                 1.3452,               0.008614,               0.008614,               0.008614
                     16,                 2.4751,                 2.3342,                 1.6013,                0.62853,                 0.3847,                0.43044,                0.20365,                 1.8797,                 1.6265,                 1.3357,               0.008515,               0.008515,               0.008515
                     17,                 2.3957,                 2.2955,                 1.5895,                0.52711,                0.39629,                 0.3941,                0.18159,                 1.9241,                 1.6961,                 1.3318,               0.008416,               0.008416,               0.008416
                     18,                 2.3747,                 2.1439,                 1.5556,                  0.574,                0.46421,                0.45496,                0.20114,                 1.8615,                 1.5936,                  1.333,               0.008317,               0.008317,               0.008317
                     19,                  2.333,                 2.1575,                 1.5601,                0.56025,                0.44373,                0.45332,                0.19599,                 1.8987,                 1.6761,                 1.3227,               0.008218,               0.008218,               0.008218
                     20,                 2.3766,                 2.1547,                 1.5694,                0.44379,                0.46474,                0.41487,                0.18448,                 1.8517,                 1.5524,                 1.2977,               0.008119,               0.008119,               0.008119
                     21,                 2.3378,                 2.0877,                 1.5073,                0.61212,                0.42998,                  0.472,                 0.2123,                 1.8491,                 1.5261,                  1.292,                0.00802,                0.00802,                0.00802
                     22,                 2.2068,                 2.0297,                 1.4624,                0.53905,                0.40239,                0.43202,                0.21569,                 1.8249,                 1.5479,                  1.277,               0.007921,               0.007921,               0.007921
                     23,                 2.4531,                 2.2164,                 1.5319,                0.58371,                0.38949,                0.44414,                0.20498,                 1.8676,                 1.6323,                 1.3052,               0.007822,               0.007822,               0.007822
                     24,                 2.2882,                 1.9612,                 1.5033,                0.63491,                 0.4424,                0.46218,                0.20509,                 1.9366,                  1.608,                 1.3575,               0.007723,               0.007723,               0.007723
                     25,                 2.2681,                 1.9965,                 1.5046,                0.62212,                 0.4121,                0.44289,                0.21836,                 1.9012,                   1.62,                 1.3446,               0.007624,               0.007624,               0.007624
                     26,                 2.2326,                 2.0051,                 1.5046,                0.63169,                0.45664,                0.46857,                0.20745,                 1.8377,                 1.5426,                 1.3045,               0.007525,               0.007525,               0.007525
                     27,                 2.1621,                  1.821,                  1.477,                0.70613,                0.49217,                0.52094,                0.24206,                 1.8433,                 1.4963,                 1.2881,               0.007426,               0.007426,               0.007426
                     28,                 2.2203,                 1.8481,                 1.4513,                0.71201,                 0.4951,                0.51625,                0.24336,                 1.8734,                 1.3957,                 1.2949,               0.007327,               0.007327,               0.007327
                     29,                  2.126,                  1.862,                 1.4172,                   0.63,                0.54015,                0.54885,                0.26637,                 1.8053,                 1.4572,                 1.2721,               0.007228,               0.007228,               0.007228
                     30,                 2.1265,                 1.8263,                  1.451,                0.66725,                 0.5268,                 0.5377,                0.25263,                 1.8107,                 1.4454,                  1.292,               0.007129,               0.007129,               0.007129
                     31,                 2.1387,                 1.8018,                 1.4286,                0.61707,                0.48086,                0.48821,                0.23128,                 1.7883,                 1.4176,                 1.2982,                0.00703,                0.00703,                0.00703
                     32,                 2.0899,                 1.7107,                 1.3775,                 0.7126,                0.44407,                0.49199,                0.23636,                  1.765,                 1.4851,                 1.2804,               0.006931,               0.006931,               0.006931
                     33,                 2.1496,                 1.8151,                 1.4076,                0.71681,                0.46991,                0.51063,                0.25282,                 1.8174,                 1.4436,                 1.2942,               0.006832,               0.006832,               0.006832
                     34,                 2.1786,                 1.7958,                  1.454,                0.62653,                0.51638,                0.50602,                0.25725,                 1.7827,                 1.4935,                 1.3211,               0.006733,               0.006733,               0.006733
                     35,                 2.1825,                 1.8247,                 1.4373,                0.64053,                0.47187,                0.50913,                0.25112,                 1.8416,                 1.4991,                 1.3175,               0.006634,               0.006634,               0.006634
                     36,                 2.0914,                 1.6999,                 1.3923,                0.72671,                0.45877,                0.53243,                0.25935,                 1.8201,                 1.3864,                   1.29,               0.006535,               0.006535,               0.006535
                     37,                 2.0474,                 1.6639,                 1.3925,                0.64058,                0.46465,                0.51933,                0.25755,                 1.7786,                 1.3507,                 1.2738,               0.006436,               0.006436,               0.006436
                     38,                 2.0779,                 1.6087,                 1.3786,                0.63474,                0.51113,                0.54195,                0.27337,                 1.8148,                 1.2918,                 1.3144,               0.006337,               0.006337,               0.006337
                     39,                 2.0829,                 1.6918,                 1.4035,                0.70257,                0.49714,                0.50674,                0.26475,                 1.7837,                 1.2939,                 1.2732,               0.006238,               0.006238,               0.006238
                     40,                 2.0029,                 1.6252,                 1.3606,                0.68021,                0.49328,                0.53236,                0.25341,                 1.7902,                 1.3572,                 1.2962,               0.006139,               0.006139,               0.006139
                     41,                 2.0276,                 1.6383,                 1.3608,                0.68482,                 0.5305,                0.55448,                0.28303,                  1.791,                 1.3054,                 1.3295,                0.00604,                0.00604,                0.00604
                     42,                 1.9942,                 1.6037,                 1.3468,                0.67396,                0.50356,                0.54255,                0.28174,                 1.7724,                 1.2618,                  1.314,               0.005941,               0.005941,               0.005941
                     43,                 2.0119,                 1.6028,                 1.3638,                0.73525,                0.49403,                0.56647,                 0.2911,                 1.7776,                 1.3315,                   1.34,               0.005842,               0.005842,               0.005842
                     44,                 1.9875,                 1.6083,                 1.3533,                0.65113,                0.53381,                0.55472,                0.28221,                   1.72,                 1.3742,                  1.296,               0.005743,               0.005743,               0.005743
                     45,                 1.9871,                 1.5709,                 1.3174,                0.65574,                0.50125,                0.54601,                0.28511,                 1.7401,                 1.2525,                 1.2977,               0.005644,               0.005644,               0.005644
                     46,                 1.9773,                 1.5529,                 1.3416,                0.62529,                0.55057,                0.56321,                0.26939,                 1.7948,                 1.2641,                  1.322,               0.005545,               0.005545,               0.005545
                     47,                 1.9966,                 1.5391,                 1.3465,                0.65198,                0.47516,                0.52849,                0.25396,                 1.8012,                 1.2645,                 1.3028,               0.005446,               0.005446,               0.005446
                     48,                 1.8837,                 1.4258,                 1.2788,                0.75789,                 0.5349,                0.57687,                0.26041,                 1.8286,                 1.3113,                 1.3181,               0.005347,               0.005347,               0.005347
                     49,                   1.85,                 1.4732,                 1.3033,                0.73253,                0.49412,                 0.5431,                0.25484,                 1.7728,                 1.3907,                 1.2998,               0.005248,               0.005248,               0.005248
                     50,                  1.953,                 1.5001,                 1.2887,                0.62895,                0.53063,                0.52142,                0.25833,                  1.818,                 1.2401,                 1.3331,               0.005149,               0.005149,               0.005149
                     51,                 1.9828,                 1.5731,                 1.3241,                0.73131,                 0.5268,                0.55717,                0.26045,                 1.8296,                 1.2146,                 1.3334,                0.00505,                0.00505,                0.00505
                     52,                  1.882,                 1.4065,                 1.3036,                0.71584,                0.52366,                0.53075,                0.26076,                 1.7713,                 1.3011,                 1.3101,               0.004951,               0.004951,               0.004951
                     53,                 1.7906,                 1.4212,                 1.2589,                0.72962,                0.50356,                 0.5462,                0.26566,                 1.8189,                 1.2977,                 1.2951,               0.004852,               0.004852,               0.004852
                     54,                 1.8069,                 1.3646,                 1.2423,                0.69009,                0.51095,                0.54417,                0.27554,                 1.8212,                 1.3739,                 1.3174,               0.004753,               0.004753,               0.004753
                     55,                 1.8019,                  1.413,                  1.248,                0.69086,                0.51476,                0.54862,                0.27182,                 1.7539,                 1.3525,                 1.2911,               0.004654,               0.004654,               0.004654
                     56,                 1.8094,                 1.4699,                 1.2838,                0.68696,                0.53459,                0.56617,                0.28183,                 1.7236,                 1.3592,                 1.2645,               0.004555,               0.004555,               0.004555
                     57,                 1.8013,                  1.368,                 1.2703,                  0.717,                0.56391,                0.59166,                0.28957,                 1.7427,                 1.3044,                 1.2852,               0.004456,               0.004456,               0.004456
                     58,                 1.8383,                 1.3958,                 1.2769,                0.70347,                0.57667,                0.60797,                  0.308,                 1.7195,                 1.2622,                  1.278,               0.004357,               0.004357,               0.004357
                     59,                 1.7345,                 1.2529,                 1.2029,                0.71314,                0.53881,                0.57822,                0.30362,                 1.6665,                 1.2648,                 1.2445,               0.004258,               0.004258,               0.004258
                     60,                 1.7689,                 1.3089,                 1.2293,                0.67334,                 0.5528,                0.54765,                0.27671,                 1.7253,                 1.3712,                 1.2588,               0.004159,               0.004159,               0.004159
                     61,                 1.6408,                 1.2205,                 1.1699,                0.67594,                0.50547,                0.53742,                0.26762,                 1.7369,                 1.3718,                 1.2787,                0.00406,                0.00406,                0.00406
                     62,                 1.7634,                 1.2768,                 1.2413,                0.71022,                 0.5333,                0.57674,                0.29031,                 1.7863,                 1.2512,                 1.3559,               0.003961,               0.003961,               0.003961
                     63,                 1.6222,                 1.1648,                 1.1841,                0.73006,                0.52388,                0.57014,                0.29323,                 1.7483,                 1.2529,                 1.2798,               0.003862,               0.003862,               0.003862
                     64,                  1.666,                 1.2039,                 1.1689,                0.72512,                0.56199,                 0.6046,                0.28926,                 1.7437,                 1.2748,                 1.2893,               0.003763,               0.003763,               0.003763
                     65,                 1.7504,                 1.2744,                 1.1912,                0.74064,                0.54812,                0.59305,                0.30236,                  1.728,                 1.2136,                 1.2843,               0.003664,               0.003664,               0.003664
                     66,                  1.687,                 1.2188,                 1.1834,                0.68489,                 0.5292,                0.55043,                0.29301,                  1.729,                 1.3038,                 1.2825,               0.003565,               0.003565,               0.003565
                     67,                 1.6733,                 1.2408,                 1.1714,                0.75875,                 0.5454,                0.57487,                0.30056,                  1.694,                 1.3679,                 1.2397,               0.003466,               0.003466,               0.003466
                     68,                 1.7248,                  1.213,                 1.2146,                0.69764,                0.58894,                0.57463,                 0.2884,                 1.7092,                 1.3537,                 1.2812,               0.003367,               0.003367,               0.003367
                     69,                 1.5977,                 1.1468,                 1.1586,                0.68828,                 0.5601,                 0.5685,                0.29868,                  1.646,                 1.3023,                 1.2467,               0.003268,               0.003268,               0.003268
                     70,                 1.6678,                 1.1838,                 1.1929,                0.64351,                0.55112,                0.57333,                0.30232,                 1.6902,                 1.3036,                 1.2956,               0.003169,               0.003169,               0.003169
                     71,                  1.674,                 1.2411,                 1.1873,                0.68276,                0.56732,                0.57627,                0.30969,                 1.6802,                 1.2835,                 1.2837,                0.00307,                0.00307,                0.00307
                     72,                  1.679,                 1.2083,                 1.1759,                0.67562,                0.57775,                0.60237,                0.31332,                 1.6849,                 1.1469,                 1.2831,               0.002971,               0.002971,               0.002971
                     73,                 1.6027,                 1.1211,                 1.1666,                0.67082,                0.55672,                0.58325,                0.32094,                 1.6808,                 1.1093,                 1.2976,               0.002872,               0.002872,               0.002872
                     74,                 1.5248,                   1.06,                 1.1339,                0.64251,                0.60996,                0.59704,                0.32392,                   1.73,                 1.1357,                 1.3472,               0.002773,               0.002773,               0.002773
                     75,                 1.5837,                 1.0882,                 1.1594,                0.71921,                0.56526,                0.59968,                 0.3038,                 1.7201,                 1.1417,                 1.3317,               0.002674,               0.002674,               0.002674
                     76,                 1.5868,                 1.1042,                 1.1625,                0.69365,                0.63551,                0.61721,                0.30637,                 1.7308,                 1.1734,                 1.3393,               0.002575,               0.002575,               0.002575
                     77,                 1.6348,                 1.1208,                 1.1734,                0.70672,                0.57808,                0.58669,                0.30696,                 1.7019,                 1.1646,                 1.3225,               0.002476,               0.002476,               0.002476
                     78,                 1.6462,                 1.1603,                  1.161,                0.68155,                0.58805,                0.58815,                0.30228,                 1.6851,                 1.1413,                  1.319,               0.002377,               0.002377,               0.002377
                     79,                 1.5718,                 1.0663,                 1.1494,                0.72276,                0.58914,                0.59856,                0.30281,                 1.6938,                  1.143,                 1.3209,               0.002278,               0.002278,               0.002278
                     80,                  1.443,                0.99878,                 1.0935,                0.72031,                0.61119,                0.61201,                0.31918,                 1.6986,                  1.166,                 1.3461,               0.002179,               0.002179,               0.002179
                     81,                 1.4844,                 0.9965,                 1.1221,                0.74587,                0.60604,                0.61411,                0.32852,                 1.7053,                 1.1029,                 1.3605,                0.00208,                0.00208,                0.00208
                     82,                 1.5383,                 1.0417,                 1.1181,                 0.7483,                0.59464,                0.60898,                0.32027,                 1.7193,                   1.13,                 1.3664,               0.001981,               0.001981,               0.001981
                     83,                 1.4884,                 1.0018,                 1.1155,                0.75684,                0.59717,                0.62407,                0.32979,                 1.7092,                 1.2313,                 1.3381,               0.001882,               0.001882,               0.001882
                     84,                 1.4894,                 1.0049,                 1.0936,                0.74175,                0.62829,                0.62564,                0.32707,                 1.7195,                 1.2713,                 1.3337,               0.001783,               0.001783,               0.001783
                     85,                 1.4646,                0.99713,                 1.0877,                0.70995,                0.62117,                0.60744,                0.32354,                 1.7075,                 1.2557,                 1.3326,               0.001684,               0.001684,               0.001684
                     86,                 1.4873,                  1.001,                 1.0782,                0.67244,                0.61332,                0.60856,                 0.3219,                 1.7097,                 1.2102,                 1.3367,               0.001585,               0.001585,               0.001585
                     87,                  1.426,                0.96472,                 1.0843,                0.69156,                0.60506,                0.58985,                 0.3252,                 1.6868,                 1.2113,                 1.3398,               0.001486,               0.001486,               0.001486
                     88,                  1.422,                0.93428,                 1.0679,                0.68316,                0.61975,                0.59604,                0.31734,                 1.6899,                 1.1657,                 1.3401,               0.001387,               0.001387,               0.001387
                     89,                 1.4276,                0.96004,                 1.0845,                0.72031,                0.62538,                0.61792,                0.33371,                 1.6894,                 1.1555,                 1.3489,               0.001288,               0.001288,               0.001288
                     90,                   1.46,                0.96717,                 1.0833,                0.74125,                0.61645,                0.62419,                0.33285,                 1.7098,                 1.1347,                  1.384,               0.001189,               0.001189,               0.001189
                     91,                 1.2909,                0.84341,                 1.0662,                0.71198,                0.62731,                0.62618,                0.32933,                 1.7218,                 1.1534,                 1.4076,                0.00109,                0.00109,                0.00109
                     92,                 1.3831,                0.94816,                 1.0598,                0.73987,                0.61645,                0.62749,                0.33518,                  1.727,                 1.1128,                  1.403,               0.000991,               0.000991,               0.000991
                     93,                 1.3496,                0.91081,                  1.046,                0.72267,                0.63871,                0.62916,                0.33826,                 1.7006,                 1.0839,                 1.4042,               0.000892,               0.000892,               0.000892
                     94,                 1.3265,                0.89655,                 1.0657,                0.71582,                0.60978,                 0.6097,                0.33604,                 1.7183,                 1.0967,                 1.4156,               0.000793,               0.000793,               0.000793
                     95,                 1.4099,                0.92324,                 1.0599,                0.72901,                 0.6174,                0.62187,                0.33726,                 1.7131,                 1.0876,                 1.3974,               0.000694,               0.000694,               0.000694
                     96,                 1.3196,                0.87705,                 1.0178,                0.70346,                0.61299,                0.61191,                0.33549,                 1.7162,                 1.0965,                 1.4103,               0.000595,               0.000595,               0.000595
                     97,                 1.3252,                 0.8889,                 1.0171,                0.72362,                0.59954,                0.60256,                0.32968,                 1.7271,                 1.0649,                 1.4061,               0.000496,               0.000496,               0.000496
                     98,                 1.2674,                0.82506,                 1.0222,                0.71804,                0.62534,                0.60479,                0.33656,                 1.7142,                 1.0839,                  1.413,               0.000397,               0.000397,               0.000397
                     99,                 1.3063,                0.86154,                 1.0313,                0.72229,                0.61832,                0.61176,                0.33947,                 1.7037,                 1.1099,                 1.4014,               0.000298,               0.000298,               0.000298
