                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.6395,                0.95789,                 0.9018,                0.71134,                 0.3736,                0.42034,                0.19128,                 2.1509,                 1.3938,                 1.2458,               0.004984,               0.004984,               0.004984
                    154,                 1.5284,                0.88059,                0.88638,                  0.569,                0.40784,                0.39163,                0.18427,                 2.1929,                 1.3615,                 1.2719,               0.004951,               0.004951,               0.004951
                    155,                 1.5655,                0.94497,                0.90354,                0.53801,                0.39079,                0.37738,                 0.1881,                 2.1907,                 1.3866,                 1.2277,               0.004918,               0.004918,               0.004918
                    156,                 1.5643,                0.92194,                0.90633,                0.64521,                0.38309,                0.40567,                 0.1933,                 2.1083,                 1.3949,                  1.219,               0.004885,               0.004885,               0.004885
                    157,                 1.6036,                0.90025,                 0.9169,                0.61917,                0.38887,                0.41561,                0.19988,                 2.1172,                 1.4623,                 1.1789,               0.004852,               0.004852,               0.004852
                    158,                 1.5726,                0.94978,                0.88646,                0.62024,                0.43155,                0.43669,                0.20124,                 2.0505,                 1.4486,                 1.1743,               0.004819,               0.004819,               0.004819
                    159,                 1.5026,                0.89183,                0.86598,                0.67533,                0.41637,                0.42225,                0.19831,                 2.0365,                 1.4565,                 1.1752,               0.004786,               0.004786,               0.004786
                    160,                 1.4282,                0.84213,                0.90657,                0.64562,                0.43733,                0.42244,                0.19658,                 2.0574,                 1.3813,                 1.1875,               0.004753,               0.004753,               0.004753
                    161,                 1.6554,                0.98898,                0.92954,                0.61921,                0.43717,                 0.4206,                0.18808,                  2.019,                 1.3297,                 1.1827,                0.00472,                0.00472,                0.00472
                    162,                 1.6164,                0.91587,                0.92287,                 0.6163,                0.40481,                0.40734,                0.19918,                 2.0407,                 1.4347,                 1.1855,               0.004687,               0.004687,               0.004687
                    163,                  1.509,                 0.8768,                0.90286,                0.59671,                0.41647,                0.41743,                 0.1961,                 2.0292,                 1.3488,                 1.2226,               0.004654,               0.004654,               0.004654
                    164,                 1.5366,                0.84866,                0.87551,                 0.6016,                0.42552,                0.41816,                0.20829,                 1.9754,                 1.3166,                 1.1458,               0.004621,               0.004621,               0.004621
                    165,                 1.5872,                0.91444,                0.92382,                0.65164,                0.43116,                0.42406,                0.22282,                 1.9687,                 1.3422,                 1.1341,               0.004588,               0.004588,               0.004588
                    166,                 1.5055,                 0.9214,                0.89545,                0.62244,                0.43268,                0.41741,                0.21268,                 2.0184,                 1.3481,                 1.1395,               0.004555,               0.004555,               0.004555
                    167,                   1.57,                0.93575,                0.92984,                0.61599,                 0.4101,                0.42982,                0.21336,                 2.0231,                 1.3622,                  1.141,               0.004522,               0.004522,               0.004522
                    168,                 1.4797,                0.87156,                 0.8517,                0.66726,                0.43797,                0.43969,                0.22296,                 2.0159,                 1.3498,                 1.2014,               0.004489,               0.004489,               0.004489
                    169,                 1.4776,                 0.9227,                0.89006,                0.68583,                0.42763,                0.42819,                0.21321,                 2.0349,                  1.341,                 1.2241,               0.004456,               0.004456,               0.004456
                    170,                 1.5617,                0.88258,                0.86464,                0.66331,                0.40464,                0.41827,                0.21405,                 2.0169,                 1.3012,                 1.2273,               0.004423,               0.004423,               0.004423
                    171,                 1.5438,                0.88832,                0.86391,                0.66158,                0.40168,                0.42164,                0.22757,                 1.9968,                 1.2983,                 1.2084,                0.00439,                0.00439,                0.00439
                    172,                  1.497,                 0.8678,                0.89009,                0.67666,                0.41554,                0.43894,                0.22774,                 2.0319,                 1.3112,                 1.2222,               0.004357,               0.004357,               0.004357
                    173,                 1.4776,                0.87963,                0.84832,                0.69759,                0.40308,                0.42554,                0.22306,                 2.0183,                 1.2951,                 1.2371,               0.004324,               0.004324,               0.004324
                    174,                   1.51,                0.92737,                0.90031,                0.67203,                0.40775,                0.42901,                0.22333,                 2.0394,                 1.2818,                 1.2291,               0.004291,               0.004291,               0.004291
                    175,                 1.5051,                0.94235,                 0.9027,                0.71562,                0.38231,                0.43307,                0.22272,                 2.0516,                 1.2333,                 1.2023,               0.004258,               0.004258,               0.004258
                    176,                 1.5677,                0.91789,                0.88053,                0.54578,                0.43726,                0.42558,                0.20939,                 2.0182,                 1.2294,                 1.2082,               0.004225,               0.004225,               0.004225
                    177,                 1.4956,                0.89231,                0.85675,                0.72197,                0.40126,                0.43647,                0.21919,                 1.9965,                 1.2615,                 1.2153,               0.004192,               0.004192,               0.004192
                    178,                 1.4312,                0.82557,                0.81994,                0.67878,                0.40538,                0.42994,                0.22055,                 1.9886,                 1.2468,                 1.1996,               0.004159,               0.004159,               0.004159
                    179,                 1.5149,                0.89632,                0.87568,                0.61356,                0.40481,                0.40882,                0.21049,                 2.0428,                 1.2587,                  1.235,               0.004126,               0.004126,               0.004126
                    180,                 1.4879,                 0.8343,                0.86339,                0.66841,                0.39399,                0.41954,                0.21798,                 2.0006,                 1.2905,                 1.2198,               0.004093,               0.004093,               0.004093
                    181,                 1.5086,                0.86296,                 0.8632,                0.72164,                0.38612,                0.41411,                0.20152,                 2.0678,                 1.2858,                 1.2369,                0.00406,                0.00406,                0.00406
                    182,                 1.4766,                0.85183,                0.87815,                 0.6665,                0.40628,                0.42567,                0.19505,                 2.1087,                 1.3096,                 1.2472,               0.004027,               0.004027,               0.004027
                    183,                 1.5232,                0.86195,                0.88484,                0.69848,                0.39071,                0.42186,                0.20571,                 2.1252,                 1.3004,                 1.2711,               0.003994,               0.003994,               0.003994
                    184,                 1.4044,                0.77943,                0.85251,                0.71152,                0.40268,                0.42282,                0.21302,                  2.103,                 1.2834,                 1.2529,               0.003961,               0.003961,               0.003961
                    185,                 1.4425,                0.79437,                0.84381,                0.69988,                0.38974,                0.41849,                0.21449,                 2.1046,                 1.3087,                 1.2263,               0.003928,               0.003928,               0.003928
                    186,                 1.5023,                0.85897,                0.85191,                0.68945,                0.40005,                0.42879,                0.21646,                 1.9866,                 1.3327,                 1.1484,               0.003895,               0.003895,               0.003895
                    187,                 1.4298,                0.81489,                0.85493,                0.59467,                0.40325,                0.40926,                0.20613,                 2.0145,                 1.3332,                 1.2073,               0.003862,               0.003862,               0.003862
                    188,                 1.5239,                0.85213,                0.87656,                0.66169,                0.38309,                0.40359,                0.20149,                 2.0424,                 1.3282,                 1.2526,               0.003829,               0.003829,               0.003829
                    189,                 1.4462,                0.83957,                0.84574,                0.65804,                0.38456,                0.39906,                0.20147,                 2.0313,                 1.3172,                 1.1729,               0.003796,               0.003796,               0.003796
                    190,                 1.3927,                0.81258,                0.85435,                0.67434,                0.41701,                0.41016,                  0.209,                 2.0166,                 1.3185,                 1.1598,               0.003763,               0.003763,               0.003763
                    191,                 1.4189,                0.79444,                0.85387,                0.61685,                0.42792,                0.41482,                0.22037,                 1.9702,                 1.2988,                   1.15,                0.00373,                0.00373,                0.00373
                    192,                   1.47,                0.81709,                0.86789,                0.71063,                0.38448,                0.41123,                0.21757,                 2.0016,                 1.2498,                 1.1687,               0.003697,               0.003697,               0.003697
                    193,                 1.4155,                0.82547,                0.84223,                0.72293,                0.40628,                0.42905,                0.23044,                 1.9935,                 1.2681,                 1.1859,               0.003664,               0.003664,               0.003664
                    194,                  1.329,                0.80315,                0.85774,                0.65011,                0.41512,                0.41452,                0.21843,                 2.0414,                 1.3009,                  1.225,               0.003631,               0.003631,               0.003631
                    195,                 1.4028,                0.80907,                0.86198,                0.65963,                0.40317,                 0.4117,                0.22001,                 2.0397,                 1.2873,                 1.2154,               0.003598,               0.003598,               0.003598
                    196,                 1.5406,                0.86512,                0.88659,                0.62172,                0.41675,                0.41231,                0.21062,                 2.0729,                 1.2883,                 1.2282,               0.003565,               0.003565,               0.003565
                    197,                 1.4494,                0.81617,                0.84997,                0.57819,                0.41416,                0.42191,                0.21357,                  2.069,                 1.2945,                  1.223,               0.003532,               0.003532,               0.003532
                    198,                 1.3678,                0.80711,                0.84451,                0.67804,                0.39391,                 0.4344,                0.21835,                 2.0356,                 1.2861,                  1.227,               0.003499,               0.003499,               0.003499
                    199,                  1.417,                 0.8385,                0.83196,                0.72113,                0.37686,                 0.4387,                0.22747,                 2.0188,                 1.2609,                  1.215,               0.003466,               0.003466,               0.003466
                    200,                 1.2934,                 0.7344,                0.86541,                0.71234,                0.38924,                0.43944,                0.22263,                 2.0067,                  1.243,                 1.1847,               0.003433,               0.003433,               0.003433
                    201,                 1.3532,                0.78854,                 0.8283,                0.60204,                0.42845,                0.44386,                0.22667,                 1.9672,                 1.2699,                 1.1725,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.3533,                0.74769,                0.84586,                0.71944,                 0.4094,                0.44345,                0.22469,                 1.9965,                 1.2621,                 1.1844,               0.003367,               0.003367,               0.003367
                    203,                  1.411,                0.78938,                0.83654,                0.71759,                0.40161,                0.44685,                0.23124,                 2.0053,                  1.255,                  1.198,               0.003334,               0.003334,               0.003334
                    204,                  1.495,                0.85045,                 0.8532,                0.66078,                0.41251,                0.43687,                 0.2244,                 2.0116,                 1.2281,                 1.2273,               0.003301,               0.003301,               0.003301
                    205,                 1.3234,                0.73723,                0.84964,                  0.687,                0.40464,                0.43186,                0.22243,                 2.0861,                 1.2589,                 1.2379,               0.003268,               0.003268,               0.003268
                    206,                 1.3832,                 0.7848,                0.85122,                0.68746,                0.42947,                0.43408,                 0.2209,                 2.0761,                 1.2538,                 1.2146,               0.003235,               0.003235,               0.003235
                    207,                 1.4486,                0.82832,                0.87874,                0.63219,                0.43891,                0.41726,                0.21446,                 2.0667,                  1.279,                 1.1973,               0.003202,               0.003202,               0.003202
                    208,                 1.2829,                 0.7094,                0.83058,                0.60343,                0.43462,                  0.429,                0.21914,                  2.052,                 1.2488,                 1.1835,               0.003169,               0.003169,               0.003169
                    209,                 1.3628,                0.70529,                0.85536,                0.67251,                  0.428,                0.46216,                0.22964,                 2.0247,                 1.2743,                  1.175,               0.003136,               0.003136,               0.003136
                    210,                 1.2576,                0.72456,                0.83967,                0.65806,                0.40979,                0.43662,                0.23504,                 2.0151,                 1.2521,                 1.1967,               0.003103,               0.003103,               0.003103
                    211,                 1.3658,                 0.7905,                0.82695,                 0.6826,                0.39134,                0.41955,                0.22913,                 1.9942,                 1.2516,                 1.1727,                0.00307,                0.00307,                0.00307
                    212,                 1.3729,                0.73255,                0.82582,                0.66407,                 0.4589,                0.45464,                0.23307,                  1.971,                 1.3104,                  1.182,               0.003037,               0.003037,               0.003037
                    213,                 1.4428,                0.77462,                0.85459,                0.67406,                0.43865,                 0.4484,                0.22072,                 2.0108,                  1.325,                 1.1744,               0.003004,               0.003004,               0.003004
                    214,                 1.3653,                0.73009,                  0.829,                0.60555,                0.44038,                0.43539,                0.21224,                 2.0526,                 1.3259,                 1.1835,               0.002971,               0.002971,               0.002971
                    215,                 1.2474,                0.70826,                0.82585,                0.69569,                 0.3809,                0.42152,                0.20926,                 2.0574,                 1.2852,                  1.192,               0.002938,               0.002938,               0.002938
                    216,                  1.326,                0.72782,                0.82435,                0.68768,                0.41398,                0.45552,                0.21712,                 2.0343,                 1.3072,                 1.1697,               0.002905,               0.002905,               0.002905
                    217,                 1.3247,                 0.7138,                0.82697,                0.69575,                0.41554,                0.45399,                0.22558,                 2.0056,                 1.3188,                 1.1447,               0.002872,               0.002872,               0.002872
                    218,                 1.3174,                0.75804,                 0.8222,                0.71175,                0.43607,                0.46678,                0.22713,                 1.9941,                 1.2822,                 1.1369,               0.002839,               0.002839,               0.002839
                    219,                  1.427,                0.76162,                0.86307,                0.72031,                0.43245,                0.45828,                0.22115,                   1.99,                 1.2698,                 1.1418,               0.002806,               0.002806,               0.002806
                    220,                 1.2761,                0.70591,                 0.8365,                0.71695,                0.42558,                0.45854,                0.22991,                 1.9575,                 1.2584,                 1.1398,               0.002773,               0.002773,               0.002773
                    221,                 1.3391,                0.71084,                0.84254,                0.66448,                0.44732,                0.47298,                0.23756,                 1.9897,                 1.1989,                 1.1469,                0.00274,                0.00274,                0.00274
                    222,                 1.2498,                0.67911,                0.81571,                0.64594,                0.45587,                0.46427,                0.23486,                 2.0085,                 1.2124,                 1.1708,               0.002707,               0.002707,               0.002707
                    223,                 1.2734,                0.73976,                0.81036,                0.68649,                0.43415,                 0.4572,                0.23058,                 2.0206,                 1.2445,                 1.1874,               0.002674,               0.002674,               0.002674
                    224,                 1.1956,                0.71043,                0.81854,                0.66104,                0.44193,                0.45206,                0.22536,                 2.0081,                 1.2097,                  1.183,               0.002641,               0.002641,               0.002641
                    225,                 1.3577,                0.71302,                0.79495,                0.71323,                0.38145,                0.43795,                0.22794,                 1.9819,                 1.2826,                 1.1657,               0.002608,               0.002608,               0.002608
                    226,                 1.2468,                0.70991,                0.85147,                0.66736,                0.39235,                0.42973,                0.22448,                 1.9895,                 1.2919,                 1.1845,               0.002575,               0.002575,               0.002575
                    227,                 1.3722,                0.73654,                 0.8273,                0.59943,                0.43483,                0.44122,                0.22491,                 2.0042,                  1.297,                 1.2056,               0.002542,               0.002542,               0.002542
                    228,                 1.2581,                0.71922,                0.80435,                0.71101,                0.36449,                 0.4311,                0.21957,                 2.0285,                 1.3205,                 1.2238,               0.002509,               0.002509,               0.002509
                    229,                 1.2634,                0.67142,                0.81143,                0.67471,                0.38054,                0.43433,                 0.2207,                 2.0466,                 1.2703,                 1.2264,               0.002476,               0.002476,               0.002476
                    230,                 1.3329,                0.71704,                0.86081,                 0.6757,                0.40034,                0.43595,                0.21664,                 2.0477,                 1.2485,                 1.2244,               0.002443,               0.002443,               0.002443
                    231,                 1.3607,                0.74474,                0.84716,                0.61576,                 0.4203,                0.43949,                0.21897,                 1.9938,                 1.2491,                 1.2035,                0.00241,                0.00241,                0.00241
                    232,                 1.2082,                0.68441,                0.81889,                0.57523,                0.43364,                0.44012,                0.22179,                  2.022,                  1.265,                 1.1916,               0.002377,               0.002377,               0.002377
                    233,                 1.2763,                0.70688,                0.80271,                 0.6172,                0.45284,                0.45361,                0.22232,                  2.017,                 1.2503,                 1.1942,               0.002344,               0.002344,               0.002344
                    234,                 1.2641,                0.68566,                0.85012,                0.60635,                0.45128,                0.46856,                0.22787,                 1.9975,                 1.2606,                 1.1885,               0.002311,               0.002311,               0.002311
                    235,                 1.2871,                0.69186,                 0.8342,                0.59166,                0.45128,                 0.4589,                0.22959,                 1.9701,                 1.2881,                  1.195,               0.002278,               0.002278,               0.002278
                    236,                  1.327,                0.74224,                0.82107,                0.55518,                 0.4505,                0.45102,                0.22377,                 1.9725,                 1.3043,                 1.2132,               0.002245,               0.002245,               0.002245
                    237,                 1.2601,                0.69569,                0.79625,                0.61489,                0.43103,                0.43931,                0.22005,                 1.9935,                 1.2774,                  1.176,               0.002212,               0.002212,               0.002212
                    238,                 1.2711,                 0.6662,                0.81983,                0.63282,                0.41676,                0.43509,                0.21721,                 1.9938,                 1.3106,                 1.1531,               0.002179,               0.002179,               0.002179
                    239,                 1.2995,                0.69515,                  0.812,                0.70063,                0.39489,                0.43301,                0.22326,                 1.9845,                 1.2985,                 1.1596,               0.002146,               0.002146,               0.002146
                    240,                 1.2427,                0.66207,                0.84063,                0.66829,                0.40793,                0.44634,                0.22768,                 2.0058,                 1.2819,                 1.2053,               0.002113,               0.002113,               0.002113
                    241,                 1.2632,                0.67442,                0.80269,                0.69861,                0.39391,                0.44426,                0.22673,                 2.0219,                  1.279,                  1.204,                0.00208,                0.00208,                0.00208
                    242,                 1.2349,                0.65816,                0.81406,                0.65066,                0.38309,                0.42833,                0.22734,                 2.0475,                 1.2946,                 1.1992,               0.002047,               0.002047,               0.002047
                    243,                 1.2125,                0.65893,                0.80471,                0.70126,                 0.3885,                0.44778,                0.23049,                 2.0333,                 1.3083,                 1.1829,               0.002014,               0.002014,               0.002014
                    244,                 1.2029,                0.64602,                0.80488,                0.71692,                0.39694,                0.45529,                0.23504,                 1.9771,                  1.305,                 1.1527,               0.001981,               0.001981,               0.001981
                    245,                 1.2477,                0.66128,                0.82771,                0.67662,                0.41683,                0.44315,                0.23258,                  1.964,                 1.2865,                 1.1632,               0.001948,               0.001948,               0.001948
                    246,                 1.2792,                0.71686,                0.82397,                0.69036,                0.39391,                0.43577,                0.22926,                 1.9512,                  1.285,                 1.1601,               0.001915,               0.001915,               0.001915
                    247,                 1.1576,                0.62664,                0.79287,                0.69542,                0.40628,                0.44686,                0.23283,                 1.9272,                 1.2726,                 1.1509,               0.001882,               0.001882,               0.001882
                    248,                 1.1505,                0.63702,                0.76595,                0.69835,                 0.4094,                0.45306,                0.23617,                 1.9536,                 1.3036,                 1.1355,               0.001849,               0.001849,               0.001849
                    249,                 1.1369,                0.63348,                0.81934,                0.71798,                0.41554,                0.45622,                 0.2332,                 1.9295,                 1.3202,                 1.1353,               0.001816,               0.001816,               0.001816
                    250,                 1.2105,                0.65004,                0.81374,                0.74751,                0.44311,                0.48373,                 0.2385,                 1.9256,                 1.3129,                 1.1312,               0.001783,               0.001783,               0.001783
                    251,                 1.2737,                 0.6871,                0.84384,                0.71604,                0.42937,                0.46029,                0.24216,                 1.9028,                  1.279,                 1.1257,                0.00175,                0.00175,                0.00175
                    252,                 1.1881,                0.65355,                0.82325,                0.66723,                 0.4436,                0.46006,                0.23667,                 1.9397,                 1.2496,                 1.1584,               0.001717,               0.001717,               0.001717
                    253,                 1.1945,                0.67259,                0.82471,                0.61716,                0.43774,                 0.4436,                0.23253,                 1.9432,                 1.2707,                  1.156,               0.001684,               0.001684,               0.001684
                    254,                 1.1564,                0.63369,                0.83829,                0.66381,                0.44038,                0.46862,                0.23832,                  1.956,                 1.2494,                 1.1542,               0.001651,               0.001651,               0.001651
                    255,                  1.219,                0.65029,                0.79713,                0.70353,                0.41608,                0.46544,                0.23767,                 1.9739,                  1.233,                 1.1567,               0.001618,               0.001618,               0.001618
                    256,                 1.1752,                0.63163,                0.77254,                0.68803,                0.42639,                0.47141,                0.24519,                 1.9439,                 1.2104,                 1.1576,               0.001585,               0.001585,               0.001585
                    257,                 1.1701,                 0.6575,                0.81616,                 0.7051,                0.42021,                0.46465,                0.24358,                  1.936,                 1.2109,                 1.1784,               0.001552,               0.001552,               0.001552
                    258,                 1.2295,                0.67505,                0.83393,                0.72204,                0.39226,                0.45895,                0.24881,                 1.9143,                 1.2121,                 1.1763,               0.001519,               0.001519,               0.001519
                    259,                 1.2391,                0.67443,                0.83903,                0.73593,                 0.4035,                0.46862,                0.24855,                 1.9216,                 1.2025,                  1.186,               0.001486,               0.001486,               0.001486
                    260,                 1.1836,                0.63896,                0.81021,                0.72558,                0.41162,                0.47368,                0.25059,                 1.9364,                  1.211,                 1.1813,               0.001453,               0.001453,               0.001453
                    261,                 1.2002,                0.65581,                0.81174,                0.71284,                0.40464,                0.46616,                0.25023,                 1.9386,                 1.2074,                 1.1846,                0.00142,                0.00142,                0.00142
                    262,                 1.2143,                0.64807,                0.82062,                 0.6468,                0.43239,                0.46095,                0.25303,                  1.936,                 1.2055,                 1.1905,               0.001387,               0.001387,               0.001387
                    263,                  1.156,                0.65109,                  0.819,                0.63276,                0.40481,                0.44445,                0.24852,                 1.9867,                 1.2152,                 1.1845,               0.001354,               0.001354,               0.001354
                    264,                 1.1643,                0.61481,                0.79653,                0.70882,                  0.429,                0.49039,                0.24992,                 1.9795,                 1.2201,                 1.1828,               0.001321,               0.001321,               0.001321
                    265,                 1.1088,                0.60016,                0.79025,                0.70191,                0.40472,                0.46051,                0.24504,                 2.0011,                  1.214,                 1.1915,               0.001288,               0.001288,               0.001288
                    266,                 1.1181,                 0.6256,                 0.8079,                0.70152,                 0.3925,                0.45509,                0.24633,                 1.9709,                 1.2113,                  1.183,               0.001255,               0.001255,               0.001255
                    267,                 1.0743,                0.57352,                0.80359,                0.70734,                0.41024,                0.46863,                0.24946,                 1.9439,                 1.2357,                  1.172,               0.001222,               0.001222,               0.001222
                    268,                 1.1471,                0.65113,                0.81778,                0.69674,                0.41866,                0.45791,                0.25095,                 1.9545,                 1.2599,                 1.1747,               0.001189,               0.001189,               0.001189
                    269,                 1.1631,                0.69366,                0.81915,                0.68412,                0.41748,                0.46326,                 0.2562,                  1.928,                 1.2456,                 1.1851,               0.001156,               0.001156,               0.001156
                    270,                 1.0916,                 0.5812,                0.79541,                0.69366,                0.42152,                0.46031,                 0.2565,                 1.9391,                  1.228,                 1.2078,               0.001123,               0.001123,               0.001123
                    271,                 1.1804,                0.63329,                 0.8305,                0.65292,                0.42333,                0.45856,                0.25123,                 1.9273,                 1.2243,                 1.2044,                0.00109,                0.00109,                0.00109
                    272,                 1.0614,                0.61035,                0.82469,                0.69446,                0.42245,                 0.4619,                0.25315,                 1.9358,                 1.2356,                 1.1998,               0.001057,               0.001057,               0.001057
                    273,                 1.0833,                0.58955,                0.78252,                0.66212,                0.42645,                0.46638,                0.25265,                 1.9461,                 1.2414,                 1.1911,               0.001024,               0.001024,               0.001024
                    274,                 1.1831,                0.65848,                0.79818,                0.69117,                0.41407,                0.46234,                 0.2521,                 1.9591,                 1.2594,                 1.1846,               0.000991,               0.000991,               0.000991
                    275,                 1.1185,                0.62663,                 0.8172,                0.73895,                0.41087,                0.47913,                0.25317,                 1.9483,                 1.2384,                 1.1755,               0.000958,               0.000958,               0.000958
                    276,                 1.1429,                0.58818,                0.80689,                0.68134,                0.42342,                0.47221,                 0.2518,                 1.9695,                 1.2309,                 1.1934,               0.000925,               0.000925,               0.000925
                    277,                 1.1375,                0.62893,                0.82209,                0.75437,                 0.4088,                0.48554,                0.25881,                 1.9568,                 1.2462,                 1.1878,               0.000892,               0.000892,               0.000892
                    278,                 1.2458,                0.63727,                0.79965,                0.65058,                0.43176,                0.46965,                0.25459,                 1.9552,                 1.2366,                 1.1704,               0.000859,               0.000859,               0.000859
                    279,                 1.1254,                0.60354,                0.78266,                0.67795,                0.42645,                0.47119,                0.25389,                 1.9613,                 1.2168,                 1.1668,               0.000826,               0.000826,               0.000826
                    280,                 1.0661,                0.61394,                0.78223,                0.67223,                  0.428,                0.46741,                0.25557,                 1.9289,                 1.2197,                 1.1554,               0.000793,               0.000793,               0.000793
                    281,                 1.1884,                0.63688,                0.82911,                0.67144,                0.43576,                0.46965,                0.25465,                 1.9275,                 1.2136,                 1.1586,                0.00076,                0.00076,                0.00076
                    282,                 1.1344,                0.62187,                0.82072,                0.71164,                0.42645,                0.47878,                0.25361,                 1.9495,                 1.2159,                 1.1583,               0.000727,               0.000727,               0.000727
                    283,                  1.129,                0.67504,                0.79791,                0.68453,                0.41572,                0.47423,                  0.254,                 1.9553,                 1.2222,                 1.1575,               0.000694,               0.000694,               0.000694
                    284,                 1.1051,                0.62509,                0.82024,                0.68818,                0.41563,                0.47254,                0.25549,                 1.9397,                 1.2317,                 1.1509,               0.000661,               0.000661,               0.000661
                    285,                 1.0768,                0.58808,                0.81195,                0.69566,                0.42764,                0.48527,                0.26254,                 1.9494,                 1.2309,                 1.1521,               0.000628,               0.000628,               0.000628
                    286,                 1.1079,                0.61699,                0.79105,                0.62629,                0.44825,                0.47323,                0.25288,                 1.9487,                 1.2369,                 1.1496,               0.000595,               0.000595,               0.000595
                    287,                 1.0993,                0.62788,                0.81974,                0.64827,                0.43579,                 0.4769,                0.25517,                 1.9436,                 1.2375,                  1.155,               0.000562,               0.000562,               0.000562
                    288,                 1.1097,                0.60234,                0.82337,                0.65384,                0.43076,                0.47223,                0.25852,                 1.9184,                  1.245,                 1.1479,               0.000529,               0.000529,               0.000529
                    289,                 1.0772,                0.57758,                0.81503,                0.66465,                0.42189,                0.46992,                0.25636,                 1.9243,                 1.2436,                 1.1588,               0.000496,               0.000496,               0.000496
                    290,                 1.0469,                0.56213,                0.82166,                0.66081,                0.43259,                0.48013,                0.25148,                 1.9082,                 1.2539,                 1.1534,               0.000463,               0.000463,               0.000463
                    291,                 1.1091,                0.59332,                0.82244,                 0.6375,                0.44193,                0.47686,                0.25381,                 1.9069,                 1.2539,                 1.1501,                0.00043,                0.00043,                0.00043
                    292,                 1.0687,                0.56061,                0.79814,                0.73539,                0.39835,                0.47731,                 0.2556,                  1.899,                 1.2402,                 1.1353,               0.000397,               0.000397,               0.000397
                    293,                 1.0758,                0.57678,                0.82105,                0.68942,                0.42149,                0.47651,                0.25686,                 1.9097,                 1.2386,                 1.1398,               0.000364,               0.000364,               0.000364
                    294,                  1.077,                0.56657,                0.80551,                0.68716,                0.42318,                0.47894,                 0.2565,                   1.92,                 1.2382,                  1.144,               0.000331,               0.000331,               0.000331
                    295,                 1.0876,                 0.6012,                0.79096,                0.74338,                0.40317,                0.48057,                0.25802,                 1.9175,                 1.2474,                 1.1391,               0.000298,               0.000298,               0.000298
                    296,                 1.0076,                0.54707,                0.79724,                0.73352,                0.40992,                0.48076,                0.25553,                 1.9174,                 1.2453,                 1.1363,               0.000265,               0.000265,               0.000265
                    297,                 1.0194,                 0.5538,                0.80134,                0.70746,                0.42371,                 0.4803,                0.25539,                 1.9107,                 1.2368,                 1.1349,               0.000232,               0.000232,               0.000232
                    298,                 1.1072,                0.58187,                0.80204,                0.72659,                0.41757,                0.48467,                0.25807,                 1.9215,                 1.2364,                 1.1365,               0.000199,               0.000199,               0.000199
                    299,                 1.0285,                0.55507,                0.80304,                 0.7062,                0.40946,                0.46942,                0.25495,                 1.9336,                 1.2513,                 1.1355,               0.000166,               0.000166,               0.000166
